keywords,tf_tc1,tf_t1,ctfidf1,tf_tc2,tf_t2,ctfidf2,tf_tc3,tf_t3,ctfidf3,relative_tf_tc1,relative_tf_tc3,relative_tc_t,,,,relative_A
reverse,321,6582,2330.590001,4594,6582,33354.30051,684,6582,4966.117011,7.465116279,5.221374046,12.68649032,,,,
afford,277,6580,2011.216304,4456,6580,32353.71787,764,6580,5547.181431,6.441860465,5.832061069,12.27392153,,,,
manufacture,228,6563,1656.030985,4447,6563,32299.8675,846,6563,6144.746549,5.302325581,6.458015267,11.76034085,,,,
transport,289,6506,2101.611091,4387,6506,31902.31092,817,6506,5941.232737,6.720930233,6.236641221,12.95757145,,,,
characterize,291,6499,2116.468159,4575,6499,33274.37054,691,6499,5025.702741,6.76744186,5.27480916,12.04225102,,,,
sweat,253,6490,1840.441235,4576,6490,33287.98059,754,6490,5484.951348,5.88372093,5.755725191,11.63944612,,,,
sing,298,6482,2168.159749,4126,6482,30019.55411,866,6482,6300.759538,6.930232558,6.610687023,13.54091958,,,,
initiate,246,6473,1790.164711,4570,6473,33256.3119,697,6473,5072.133346,5.720930233,5.320610687,11.04154092,,,,
inject,327,6451,2380.721699,4387,6451,31939.52934,705,6451,5132.748617,7.604651163,5.381679389,12.98633055,,,,
title,219,6426,1595.278064,4473,6426,32583.00812,765,6426,5572.54666,5.093023256,5.839694656,10.93271791,,,,
emphasize,232,6414,1690.408283,4504,6414,32817.23666,712,6414,5187.804729,5.395348837,5.435114504,10.83046334,,,,
split,267,6413,1945.468376,4275,6413,31149.35321,673,6413,4903.746131,6.209302326,5.13740458,11.34670691,,,,
book,270,6405,1967.664367,4428,6405,32269.69561,807,6405,5881.130162,6.279069767,6.160305344,12.43937511,,,,
pray,237,6394,1727.579152,4575,6394,33348.83807,740,6394,5394.128999,5.511627907,5.648854962,11.16048287,,,,
encounter,264,6380,1924.970248,4352,6380,31732.84288,685,6380,4994.71447,6.139534884,5.229007634,11.36854252,,,,
facilitate,231,6378,1684.421343,4530,6378,33032.15881,681,6378,4965.761622,5.372093023,5.198473282,10.57056631,,,,
navigate,296,6312,2161.469618,4353,6312,31786.74746,731,6312,5337.953685,6.88372093,5.580152672,12.4638736,,,,
alleviate,281,6310,2052.024676,4587,6310,33496.92949,678,6310,4951.148506,6.534883721,5.175572519,11.71045624,,,,
endure,283,6300,2067.078381,4218,6300,30808.9633,756,6300,5521.947902,6.581395349,5.770992366,12.35238772,,,,
skip,278,6286,2031.175612,4145,6286,30284.9745,764,6286,5582.079738,6.465116279,5.832061069,12.29717735,,,,
comprise,271,6265,1980.937155,4434,6265,32411.34814,660,6265,4824.422592,6.302325581,5.038167939,11.34049352,,,,
resume,195,6249,1425.895893,4750,6249,34733.36149,752,6249,5498.839545,4.534883721,5.740458015,10.27534174,,,,
stream,285,6237,2084.549138,4338,6237,31729.03214,834,6237,6100.049056,6.627906977,6.366412214,12.99431919,,,,
flow,273,6211,1997.918316,4320,6211,31615.41071,637,6211,4661.809403,6.348837209,4.86259542,11.21143263,,,,
tolerate,258,6205,1888.391774,4479,6205,32783.35952,782,6205,5723.730107,6,5.969465649,11.96946565,,,,
fuel,266,6189,1947.632888,4246,6189,31088.90692,718,6189,5257.144412,6.186046512,5.480916031,11.66696254,,,,
await,226,6164,1655.669917,4259,6164,31201.31937,788,6164,5772.866791,5.255813953,6.015267176,11.27108113,,,,
appeal,252,6147,1846.840723,4059,6147,29747.32737,754,6147,5525.864704,5.860465116,5.755725191,11.61619031,,,,
pour,227,6142,1663.806995,4282,6142,31385.11696,711,6142,5211.307371,5.279069767,5.427480916,10.70655068,,,,
integrate,244,6136,1788.6476,4209,6136,30854.17109,678,6136,4970.094559,5.674418605,5.175572519,10.84999112,,,,
instal,238,6112,1745.596577,4110,6112,30144.54593,687,6112,5038.759867,5.534883721,5.244274809,10.77915853,,,,
reject,263,6068,1930.856498,4092,6068,30042.07145,759,6068,5572.319705,6.11627907,5.79389313,11.9101722,,,,
linger,314,6055,2305.954138,4606,6055,33825.55656,561,6055,4119.873475,7.302325581,4.282442748,11.58476833,,,,
deploy,228,6047,1674.688324,4190,6047,30776.07051,706,6047,5185.657705,5.302325581,5.389312977,10.69163856,,,,
exhibit,243,6046,1784.90535,4306,6046,31628.81661,750,6046,5508.967129,5.651162791,5.72519084,11.37635363,,,,
compromise,219,6042,1608.763245,4120,6042,30265.31768,705,6042,5178.895379,5.093023256,5.381679389,10.47470265,,,,
paint,166,5929,1222.559845,4005,5929,29496.09747,693,5929,5103.819112,3.860465116,5.290076336,9.150541452,,,,
murder,244,5928,1797.056807,3915,5928,28833.92377,711,5928,5236.505695,5.674418605,5.427480916,11.10189952,,,,
flee,243,5927,1789.732789,3995,5927,29423.79627,710,5927,5229.260413,5.651162791,5.419847328,11.07101012,,,,
suppress,270,5911,1989.32138,4094,5911,30164.00641,702,5911,5172.235589,6.279069767,5.358778626,11.63784839,,,,
assure,229,5893,1687.937213,3896,5893,28717.04533,825,5893,6080.996508,5.325581395,6.297709924,11.62329132,,,,
preserve,238,5888,1754.477249,4056,5888,29899.83077,687,5888,5064.394413,5.534883721,5.244274809,10.77915853,,,,
owe,211,5878,1555.79835,4097,5878,30209.03241,729,5878,5375.246431,4.906976744,5.564885496,10.47186224,,,,
utilize,232,5875,1710.759203,4151,5875,30609.3166,680,5875,5014.294216,5.395348837,5.190839695,10.58618853,,,,
email,213,5844,1571.780109,3804,5844,28070.66448,731,5844,5394.231266,4.953488372,5.580152672,10.53364104,,,,
elevate,265,5799,1957.548252,4144,5799,30611.62248,666,5799,4919.725042,6.162790698,5.083969466,11.24676016,,,,
freeze,301,5785,2224.206441,3995,5785,29520.61373,626,5785,4625.758247,7,4.778625954,11.77862595,,,,
balance,279,5759,2062.895842,3936,5759,29102.35854,596,5759,4406.759576,6.488372093,4.549618321,11.03799041,,,,
enrich,421,5742,3114.072316,4888,5742,36155.78499,193,5742,1427.591347,9.790697674,1.473282443,11.26398012,,,,
execute,210,5735,1553.593743,4116,5735,30450.43735,544,5735,4024.5476,4.88372093,4.152671756,9.036392686,,,,
award,233,5734,1723.789854,3848,5734,28468.42643,639,5734,4727.475179,5.418604651,4.877862595,10.29646725,,,,
dominate,265,5730,1960.718339,3929,5730,29070.42397,599,5730,4431.963339,6.162790698,4.572519084,10.73530978,,,,
classify,258,5730,1908.925779,4113,5730,30431.8284,605,5730,4476.356962,6,4.618320611,10.61832061,,,,
translate,217,5700,1606.707772,3919,5700,29016.99427,669,5700,4953.398614,5.046511628,5.106870229,10.15338186,,,,
insert,203,5686,1503.548112,3963,5686,29352.51807,637,5686,4718.030282,4.720930233,4.86259542,9.583525652,,,,
exclude,246,5672,1822.63975,4084,5672,30258.78349,596,5672,4415.826386,5.720930233,4.549618321,10.27054855,,,,
trace,187,5666,1385.700373,4088,5666,30292.74398,745,5666,5520.571004,4.348837209,5.687022901,10.03586011,,,,
trap,246,5636,1824.205134,3837,5636,28453.15081,626,5636,4642.082984,5.720930233,4.778625954,10.49955619,,,,
bite,269,5618,1995.620876,3608,5618,26766.54321,583,5618,4325.081677,6.255813953,4.450381679,10.70619563,,,,
qualify,267,5594,1981.925925,3979,5594,29535.89234,638,5594,4735.837978,6.209302326,4.870229008,11.07953133,,,,
exceed,238,5591,1766.788157,3817,5591,28335.42183,631,5591,4684.21566,5.534883721,4.816793893,10.35167761,,,,
notify,216,5591,1603.471605,3861,5591,28662.05493,705,5591,5233.553154,5.023255814,5.381679389,10.4049352,,,,
crash,248,5573,1841.822191,3620,5573,26884.66263,677,5573,5027.877513,5.76744186,5.167938931,10.93538079,,,,
pump,275,5571,2042.441804,3755,5571,27888.61446,627,5571,4656.767314,6.395348837,4.786259542,11.18160838,,,,
swim,175,5569,1299.798493,3472,5569,25788.0021,796,5569,5912.226288,4.069767442,6.076335878,10.14610332,,,,
praise,222,5564,1649.08652,3762,5564,27945.33102,654,5564,4858.119747,5.162790698,4.992366412,10.15515711,,,,
quarantine,169,5555,1255.659107,3991,5555,29652.87276,1158,5555,8603.865362,3.930232558,8.839694656,12.76992721,,,,
equip,223,5538,1657.558717,3691,5538,27435.19831,664,5538,4935.511156,5.186046512,5.06870229,10.2547488,,,,
smile,218,5513,1621.379479,3675,5513,27332.888,693,5513,5154.201737,5.069767442,5.290076336,10.35984378,,,,
abandon,185,5473,1377.287686,3698,5473,27530.86411,698,5473,5196.469213,4.302325581,5.328244275,9.630569856,,,,
import,210,5463,1563.791472,3681,5463,27411.03051,683,5463,5086.045595,4.88372093,5.213740458,10.09746139,,,,
perceive,245,5455,1824.782214,3743,5455,27878.20338,635,5455,4729.537576,5.697674419,4.847328244,10.54500266,,,,
harm,225,5446,1676.19171,3605,5446,26856.31607,611,5446,4551.791711,5.23255814,4.664122137,9.896680277,,,,
slip,212,5446,1579.345078,3737,5446,27839.68187,621,5446,4626.28912,4.930232558,4.740458015,9.670690573,,,,
tear,201,5437,1497.73018,3763,5437,28039.59536,582,5437,4336.711267,4.674418605,4.442748092,9.117166696,,,,
organize,230,5428,1714.201423,3814,5428,28425.93142,585,5428,4360.034054,5.348837209,4.465648855,9.814486064,,,,
pair,229,5424,1706.917092,3690,5424,27504.47192,614,5424,4576.624867,5.325581395,4.687022901,10.0126043,,,,
interfere,266,5416,1983.099583,3861,5416,28784.765,586,5416,4368.783291,6.186046512,4.473282443,10.65932895,,,,
stem,193,5389,1439.829486,3702,5389,27617.8692,668,5389,4983.451277,4.488372093,5.099236641,9.587608734,,,,
recruit,216,5387,1611.495515,3763,5387,28074.34085,602,5387,4491.297685,5.023255814,4.595419847,9.618675661,,,,
edit,251,5384,1872.757213,3559,5384,26554.35427,749,5384,5588.426902,5.837209302,5.717557252,11.55476655,,,,
race,236,5367,1761.585373,3565,5367,26610.38921,687,5367,5128.004877,5.488372093,5.244274809,10.7326469,,,,
boil,215,5365,1604.91422,3505,5365,26163.83415,624,5365,4657.983597,5,4.763358779,9.763358779,,,,
joke,204,5347,1523.487524,3623,5347,27056.83971,643,5347,4801.972933,4.744186047,4.908396947,9.652582993,,,,
confront,228,5342,1702.934533,3592,5342,26828.6879,586,5342,4376.840509,5.302325581,4.473282443,9.775608024,,,,
prolong,256,5341,1912.114743,3929,5341,29346.47978,538,5341,4018.428639,5.953488372,4.106870229,10.0603586,,,,
speed,229,5331,1710.875307,3633,5331,27142.40171,563,5331,4206.213091,5.325581395,4.297709924,9.623291319,,,,
scream,181,5316,1352.773602,3506,5316,26203.44889,651,5316,4865.500635,4.209302326,4.969465649,9.178767974,,,,
weaken,259,5309,1936.077889,3684,5309,27538.65229,600,5309,4485.122523,6.023255814,4.580152672,10.60340849,,,,
concentrate,227,5303,1697.1279,3631,5303,27146.57006,622,5303,4650.279971,5.279069767,4.748091603,10.02716137,,,,
disclose,203,5287,1518.308937,3631,5287,27157.53572,637,5287,4764.348735,4.720930233,4.86259542,9.583525652,,,,
appoint,207,5283,1548.382936,3560,5283,26629.19446,615,5283,4600.268144,4.813953488,4.694656489,9.508609977,,,,
mount,208,5279,1556.020504,3584,5279,26811.43023,647,5279,4840.121472,4.837209302,4.938931298,9.7761406,,,,
rate,194,5257,1452.098075,3547,5257,26549.44264,669,5257,5007.492846,4.511627907,5.106870229,9.618498136,,,,
honor,183,5252,1369.936656,3671,5252,27481.07903,549,5252,4109.809967,4.255813953,4.190839695,8.446653648,,,,
stab,253,5233,1894.872558,3227,5233,24168.98713,689,5233,5160.344635,5.88372093,5.259541985,11.14326291,,,,
thrive,213,5229,1595.450748,3474,5229,26021.57699,588,5229,4404.34291,4.953488372,4.488549618,9.44203799,,,,
crack,216,5156,1620.956939,3486,5156,26160.44393,597,5156,4480.144873,5.023255814,4.557251908,9.580507722,,,,
bury,192,5090,1443.322844,3425,5090,25746.77469,551,5090,4142.03587,4.465116279,4.20610687,8.671223149,,,,
deem,170,5076,1278.410075,3515,5076,26433.00832,627,5076,4715.077159,3.953488372,4.786259542,8.739747914,,,,
inhibit,215,5073,1616.939779,3529,5073,26540.37433,623,5073,4685.365035,5,4.755725191,9.755725191,,,,
defeat,218,5066,1639.802583,3447,5066,25928.43808,601,5066,4520.740147,5.069767442,4.58778626,9.657553701,,,,
chill,183,5063,1376.639869,3620,5063,27231.89249,588,5063,4423.301873,4.255813953,4.488549618,8.744363572,,,,
ingest,176,5060,1324.085774,3408,5060,25639.11543,588,5060,4423.650198,4.093023256,4.488549618,8.581572874,,,,
digest,198,5051,1489.948792,3364,5051,25314.07948,599,5051,4507.471347,4.604651163,4.572519084,9.177170247,,,,
respect,199,5049,1497.552556,3518,5049,26474.32106,614,5049,4620.589293,4.627906977,4.687022901,9.314929878,,,,
calculate,173,5041,1302.166606,3641,5041,27405.71453,537,5041,4041.985361,4.023255814,4.099236641,8.122492455,,,,
deteriorate,212,5035,1595.970961,3308,5035,24903.16952,574,5035,4321.166658,4.930232558,4.381679389,9.311911947,,,,
graduate,206,5003,1552.114681,3360,5003,25316.04528,584,5003,4400.169775,4.790697674,4.458015267,9.248712942,,,,
surprise,236,5001,1778.245111,3347,5001,25219.43385,616,5001,4641.521138,5.488372093,4.702290076,10.19066217,,,,
mitigate,195,4994,1469.585689,3560,4994,26829.35924,664,4994,5004.127679,4.534883721,5.06870229,9.603586011,,,,
showcase,213,4947,1607.252781,3266,4947,24644.54265,627,4947,4731.208891,4.953488372,4.786259542,9.739747914,,,,
label,184,4926,1389.207267,3374,4926,25473.83326,542,4926,4092.121407,4.279069767,4.13740458,8.416474348,,,,
succeed,232,4920,1751.891769,3306,4920,24964.4577,551,4920,4160.742951,5.395348837,4.20610687,9.601455707,,,,
exacerbate,218,4841,1649.701137,3518,4841,26622.24128,538,4841,4071.280787,5.069767442,4.106870229,9.176637671,,,,
project,181,4836,1369.892934,3410,4836,25808.48014,556,4836,4208.068903,4.209302326,4.244274809,8.453577135,,,,
itch,251,4825,1900.257064,3514,4825,26603.59889,460,4825,3482.542826,5.837209302,3.511450382,9.348659684,,,,
interview,202,4825,1529.290545,3169,4825,23991.69177,594,4825,4497.022693,4.697674419,4.534351145,9.232025564,,,,
light,175,4789,1326.190345,3092,4789,23431.88884,629,4789,4766.707011,4.069767442,4.801526718,8.871294159,,,,
repair,190,4759,1441.057166,3224,4759,24452.46475,531,4759,4027.375552,4.418604651,4.053435115,8.472039766,,,,
soak,201,4749,1524.909378,3291,4749,24967.54609,542,4749,4111.944692,4.674418605,4.13740458,8.811823185,,,,
quote,181,4726,1374.055392,3172,4726,24080.13097,544,4726,4129.757644,4.209302326,4.152671756,8.361974081,,,,
outline,200,4724,1518.377865,3410,4724,25888.34259,512,4724,3887.047334,4.651162791,3.908396947,8.559559737,,,,
correct,173,4717,1313.653264,3190,4717,24222.85499,555,4717,4214.321166,4.023255814,4.236641221,8.259897035,,,,
guarantee,182,4672,1383.737341,3191,4672,24261.02118,551,4672,4189.226785,4.23255814,4.20610687,8.43866501,,,,
float,135,4672,1026.398577,3197,4672,24306.63889,570,4672,4333.682881,3.139534884,4.351145038,7.490679922,,,,
rub,195,4643,1483.789293,3095,4643,23550.39929,640,4643,4869.872551,4.534883721,4.885496183,9.420379904,,,,
permit,158,4622,1202.965677,3263,4622,24843.52534,600,4622,4568.22409,3.674418605,4.580152672,8.254571276,,,,
dig,214,4617,1629.564771,3032,4617,23088.03919,572,4617,4355.659108,4.976744186,4.366412214,9.3431564,,,,
undertake,123,4605,936.9389506,3254,4605,24786.98655,569,4605,4334.29482,2.860465116,4.34351145,7.203976567,,,,
lean,169,4603,1287.412262,3232,4603,24620.80728,509,4603,3877.472433,3.930232558,3.885496183,7.815728741,,,,
shine,145,4586,1105.120733,3153,4586,24030.65981,486,4586,3704.059837,3.372093023,3.709923664,7.082016687,,,,
advocate,196,4558,1495.018138,3210,4558,24484.73583,508,4558,3874.842929,4.558139535,3.877862595,8.43600213,,,,
inflame,207,4545,1579.513164,3216,4545,24539.68278,504,4545,3845.771182,4.813953488,3.847328244,8.661281733,,,,
withdraw,192,4544,1465.097917,3121,4544,23815.47186,483,4544,3685.636947,4.465116279,3.687022901,8.15213918,,,,
judge,170,4544,1297.222114,3001,4544,22899.78567,555,4544,4235.048665,3.953488372,4.236641221,8.190129593,,,,
soothe,228,4512,1741.414311,3071,4512,23455.62872,511,4512,3902.906635,5.302325581,3.900763359,9.20308894,,,,
wipe,157,4508,1199.270963,2897,4508,22129.22281,656,4508,5010.966573,3.651162791,5.007633588,8.658796378,,,,
align,180,4468,1376.56386,3115,4468,23822.20235,573,4468,4382.06162,4.186046512,4.374045802,8.560092313,,,,
arrange,209,4437,1599.798044,3018,4437,23101.38994,542,4437,4148.758565,4.860465116,4.13740458,8.997869696,,,,
print,162,4435,1240.107852,2971,4435,22742.9656,568,4435,4348.032468,3.76744186,4.335877863,8.103319723,,,,
pende,188,4422,1439.689126,3021,4422,23134.57899,570,4422,4365.014904,4.372093023,4.351145038,8.723238061,,,,
breastfeed,224,4416,1715.678276,3076,4416,23559.93918,431,4416,3301.148826,5.209302326,3.290076336,8.499378661,,,,
crush,174,4415,1332.753763,2995,4415,22940.21563,529,4415,4051.87782,4.046511628,4.038167939,8.084679567,,,,
proceed,162,4395,1241.574893,3024,4395,23176.06468,571,4395,4376.168297,3.76744186,4.358778626,8.126220486,,,,
leak,212,4384,1625.30804,3021,4384,23160.63957,445,4384,3411.613575,4.930232558,3.396946565,8.327179123,,,,
boast,184,4384,1410.644714,2973,4384,22792.6453,474,4384,3633.943448,4.279069767,3.618320611,7.897390378,,,,
chew,197,4381,1510.444621,3000,4381,23001.69474,462,4381,3542.26099,4.581395349,3.526717557,8.108112906,,,,
resemble,190,4365,1457.468851,2928,4365,22460.36208,517,4365,3965.849453,4.418604651,3.946564885,8.365169537,,,,
extract,176,4359,1350.318387,3046,4359,23369.71482,439,4359,3368.123705,4.093023256,3.351145038,7.444168294,,,,
pronounce,181,4338,1389.553396,2862,4338,21971.83325,528,4338,4053.503828,4.209302326,4.030534351,8.239836677,,,,
drag,174,4330,1336.134794,2855,4330,21923.36114,534,4330,4100.55161,4.046511628,4.076335878,8.122847506,,,,
drain,180,4327,1382.333105,3020,4327,23192.47765,450,4327,3455.832762,4.186046512,3.435114504,7.621161015,,,,
distinguish,197,4315,1513.43363,3003,4315,23070.25986,506,4315,3887.296533,4.581395349,3.86259542,8.443990769,,,,
trade,207,4306,1590.689674,2899,4306,22277.33993,451,4306,3465.705522,4.813953488,3.442748092,8.25670158,,,,
calm,216,4302,1660.050746,2954,4302,22702.73103,529,4302,4065.587243,5.023255814,4.038167939,9.061423753,,,,
partner,146,4288,1122.547022,3040,4288,23373.58182,472,4288,3629.056125,3.395348837,3.603053435,6.998402272,,,,
motivate,168,4279,1292.050764,2928,4279,22518.59903,458,4279,3522.376487,3.906976744,3.496183206,7.40315995,,,,
risk,152,4277,1169.069339,3002,4277,23089.11945,506,4277,3891.7703,3.534883721,3.86259542,7.397479141,,,,
collaborate,155,4271,1192.360571,3026,4271,23277.95541,466,4271,3584.774363,3.604651163,3.557251908,7.161903071,,,,
regain,192,4269,1477.078468,2918,4269,22448.51546,466,4269,3584.992531,4.465116279,3.557251908,8.022368187,,,,
confuse,182,4267,1400.232544,2855,4267,21965.18634,564,4267,4339.18217,4.23255814,4.305343511,8.537901651,,,,
testify,154,4229,1186.189126,2744,4229,21135.73353,556,4229,4282.604898,3.581395349,4.244274809,7.825670158,,,,
abuse,163,4181,1257.371694,2748,4181,21197.89826,494,4181,3810.684767,3.790697674,3.770992366,7.561690041,,,,
tune,174,4179,1342.308215,2900,4179,22371.80359,443,4179,3417.485858,4.046511628,3.381679389,7.428191017,,,,
waste,131,4172,1010.807885,2808,4172,21666.78277,496,4172,3827.181001,3.046511628,3.786259542,6.83277117,,,,
debilitate,167,4165,1288.867464,2949,4165,22759.7015,433,4165,3341.794082,3.88372093,3.305343511,7.189064442,,,,
kiss,176,4154,1358.792621,2576,4154,19887.7829,629,4154,4856.139537,4.093023256,4.801526718,8.894549973,,,,
manifest,206,4153,1590.454574,2894,4153,22343.57057,525,4153,4053.342968,4.790697674,4.007633588,8.798331262,,,,
alert,155,4147,1196.925254,2774,4147,21421.101,572,4147,4417.040293,3.604651163,4.366412214,7.971063377,,,,
irritate,205,4145,1583.129022,2920,4145,22549.93533,468,4145,3614.167718,4.76744186,3.572519084,8.339960944,,,,
accumulate,204,4141,1575.603313,2833,4141,21880.80483,454,4141,3506.489725,4.744186047,3.465648855,8.209834901,,,,
possess,162,4117,1252.155615,2755,4117,21294.37481,505,4117,3903.324603,3.76744186,3.854961832,7.622403693,,,,
postpone,155,4104,1198.540119,2777,4104,21473.19942,815,4104,6302.001269,3.604651163,6.221374046,9.826025209,,,,
violate,146,4089,1129.481836,2795,4089,21622.6146,481,4089,3721.101117,3.395348837,3.671755725,7.067104562,,,,
mimic,169,4088,1307.455224,2796,4088,21631.03435,455,4088,3520.071756,3.930232558,3.473282443,7.403515001,,,,
designate,151,4084,1168.347395,2874,4084,22237.2875,550,4084,4255.569982,3.511627907,4.198473282,7.710101189,,,,
chase,173,4075,1338.951692,2642,4075,20448.03683,486,4075,3761.448107,4.023255814,3.709923664,7.733179478,,,,
heat,138,4072,1068.1671,2663,4072,20612.5289,416,4072,3219.981983,3.209302326,3.175572519,6.384874845,,,,
resist,140,4068,1083.785315,2722,4068,21071.88306,542,4068,4195.797434,3.255813953,4.13740458,7.393218534,,,,
unveil,152,4062,1176.905456,2663,4062,20619.07388,473,4062,3662.343952,3.534883721,3.610687023,7.145570744,,,,
market,145,4036,1123.636557,2496,4036,19342.04722,543,4036,4207.825177,3.372093023,4.145038168,7.517131191,,,,
bake,137,4028,1061.914525,2773,4028,21494.08013,492,4028,3813.590848,3.186046512,3.755725191,6.941771702,,,,
portray,167,4023,1294.657891,2717,4023,21063.38616,491,4023,3806.449247,3.88372093,3.748091603,7.631812533,,,,
confess,170,4016,1318.211148,2648,4016,20533.07717,464,4016,3597.941015,3.953488372,3.541984733,7.495473105,,,,
specialize,146,4003,1132.583924,2831,4003,21961.26773,469,4003,3638.231919,3.395348837,3.580152672,6.975501509,,,,
caution,146,3997,1132.80283,2761,3997,21422.38777,526,3997,4081.193758,3.395348837,4.015267176,7.410616013,,,,
originate,175,3990,1358.118229,2567,3990,19921.65425,559,3990,4338.217658,4.069767442,4.267175573,8.336943014,,,,
randomize,150,3984,1164.326977,2956,3984,22945.00363,418,3984,3244.591176,3.488372093,3.190839695,6.679211788,,,,
devastate,152,3982,1179.927629,2641,3982,20501.24255,524,3982,4067.645246,3.534883721,4,7.534883721,,,,
enforce,129,3980,1001.450728,2870,3980,22280.33791,537,3980,4168.829775,3,4.099236641,7.099236641,,,,
overlook,129,3974,1001.645265,2770,3974,21508.19677,478,3974,3711.522763,3,3.648854962,6.648854962,,,,
seize,151,3972,1172.544469,2663,3972,20678.71471,446,3972,3463.27704,3.511627907,3.404580153,6.91620806,,,,
uncover,159,3965,1234.94637,2611,3965,20279.52813,470,3965,3650.470402,3.697674419,3.58778626,7.285460678,,,,
warm,206,3950,1600.773877,2741,3950,21299.61746,371,3950,2882.947128,4.790697674,2.832061069,7.622758743,,,,
clarify,174,3945,1352.330273,2734,3945,21248.68372,478,3945,3715.022246,4.046511628,3.648854962,7.69536659,,,,
log,152,3940,1181.538676,2785,3940,21648.58692,430,3940,3342.510728,3.534883721,3.282442748,6.817326469,,,,
seal,146,3938,1134.973091,2741,3938,21307.95371,453,3938,3521.526096,3.395348837,3.458015267,6.853364104,,,,
plant,153,3922,1190.012249,2600,3922,20222.43037,443,3922,3445.591021,3.558139535,3.381679389,6.939818924,,,,
prohibit,152,3912,1182.622281,2598,3912,20213.50451,484,3912,3765.718316,3.534883721,3.694656489,7.229540209,,,,
shout,154,3908,1198.340579,2614,3908,20340.66412,510,3908,3968.53049,3.581395349,3.893129771,7.47452512,,,,
curb,118,3904,918.3298048,2691,3904,20942.58902,456,3904,3548.799923,2.744186047,3.480916031,6.225102077,,,,
oversee,133,3900,1035.202928,2676,3900,20828.59425,435,3900,3385.814087,3.093023256,3.320610687,6.413633943,,,,
desire,185,3897,1440.086225,2625,3897,20433.6559,482,3897,3752.008436,4.302325581,3.679389313,7.981714894,,,,
sweep,179,3889,1393.748413,2585,3889,20127.5958,518,3889,4033.305464,4.162790698,3.954198473,8.116989171,,,,
accomplish,156,3879,1215.064903,2632,3879,20500.3258,436,3879,3395.950626,3.627906977,3.328244275,6.956151252,,,,
renew,144,3876,1121.709738,2717,3876,21164.48165,441,3876,3435.236072,3.348837209,3.366412214,6.715249423,,,,
empower,138,3874,1075.043028,2614,3874,20363.4962,471,3874,3669.168597,3.209302326,3.595419847,6.804722173,,,,
verify,161,3866,1254.549545,2686,3866,20929.93838,462,3866,3600.011739,3.744186047,3.526717557,7.270903604,,,,
spray,141,3866,1098.704881,2700,3866,21039.02964,491,3866,3825.986502,3.279069767,3.748091603,7.02716137,,,,
tap,166,3865,1293.553638,2632,3865,20509.8384,408,3865,3179.336652,3.860465116,3.114503817,6.974968933,,,,
occupy,132,3851,1029.087725,2630,3851,20503.7933,438,3851,3414.700177,3.069767442,3.34351145,6.413278892,,,,
construct,130,3846,1013.664314,2686,3846,20943.86421,386,3846,3009.80327,3.023255814,2.946564885,5.969820699,,,,
squeeze,157,3824,1225.09488,2636,3824,20569.10894,410,3824,3199.292361,3.651162791,3.129770992,6.780933783,,,,
upgrade,160,3800,1249.511275,2510,3800,19601.70812,396,3800,3092.540405,3.720930233,3.022900763,6.743830996,,,,
shop,150,3799,1171.456283,2555,3799,19953.80535,497,3799,3881.42515,3.488372093,3.79389313,7.282265223,,,,
strain,172,3795,1343.450993,2722,3795,21260.89304,433,3795,3382.059768,4,3.305343511,7.305343511,,,,
bother,156,3793,1218.561009,2583,3793,20176.55825,409,3793,3194.817006,3.627906977,3.122137405,6.750044381,,,,
inherit,164,3788,1281.26756,2498,3788,19515.89248,465,3788,3632.86229,3.813953488,3.549618321,7.363571809,,,,
bless,140,3780,1094.060854,2625,3780,20513.64102,456,3780,3563.512496,3.255813953,3.480916031,6.736729984,,,,
suck,113,3777,883.1530857,2608,3777,20382.8606,456,3777,3563.874399,2.627906977,3.480916031,6.108823007,,,,
shrink,135,3762,1055.631385,2657,3762,20776.38956,398,3762,3112.157714,3.139534884,3.038167939,6.177702823,,,,
upload,132,3758,1032.313279,2403,3758,18792.79402,437,3758,3417.582599,3.069767442,3.335877863,6.405645304,,,,
sue,142,3737,1111.314245,2447,3737,19150.60533,427,3737,3341.768891,3.302325581,3.259541985,6.561867566,,,,
credit,160,3716,1253.086358,2448,3716,19172.22128,462,3716,3618.28686,3.720930233,3.526717557,7.24764779,,,,
replicate,154,3709,1206.385875,2637,3709,20657.39969,402,3709,3149.137155,3.581395349,3.06870229,6.650097639,,,,
comply,162,3695,1269.667672,2610,3695,20455.75693,438,3695,3432.805186,3.76744186,3.34351145,7.110953311,,,,
assault,102,3675,799.973765,2478,3675,19434.65676,495,3675,3882.225624,2.372093023,3.778625954,6.150718977,,,,
fold,154,3673,1207.887327,2586,3673,20283.09498,357,3673,2800.10244,3.581395349,2.72519084,6.306586189,,,,
organise,111,3673,870.6200863,2485,3673,19490.90914,453,3673,3553.071163,2.581395349,3.458015267,6.039410616,,,,
scale,123,3669,964.8751476,2580,3669,20238.84456,473,3669,3710.454836,2.860465116,3.610687023,6.471152139,,,,
dub,152,3648,1193.238186,2459,3648,19303.76776,412,3648,3234.303505,3.534883721,3.145038168,6.679921889,,,,
regard,130,3645,1020.639569,2548,3645,20004.53556,431,3645,3383.812727,3.023255814,3.290076336,6.31333215,,,,
adhere,128,3643,1005.007647,2594,3643,20367.1081,521,3643,4090.69519,2.976744186,3.977099237,6.953843423,,,,
